DATE,GROSS SALES,OVER,SHORT,file_name,month,year
12,1855.0,0.0,0.0,sm cagayan.xls,3,2019
13,5334.5,0.0,70.0,sm cagayan.xls,3,2019
14,907.5,0.0,0.0,sm cagayan.xls,3,2019
15,2732.5,0.0,0.0,sm cagayan.xls,3,2019
16,5353.5,0.0,0.0,sm cagayan.xls,3,2019
17,5125.0,0.0,0.0,sm cagayan.xls,3,2019
18,5679.5,0.0,0.0,sm cagayan.xls,3,2019
19,597.5,0.0,0.0,sm cagayan.xls,3,2019
20,6281.5,0.0,0.0,sm cagayan.xls,3,2019
21,7494.5,0.0,0.0,sm cagayan.xls,3,2019
22,5537.0,0.0,0.0,sm cagayan.xls,3,2019
23,8543.5,0.0,0.0,sm cagayan.xls,3,2019
24,618.5,0.0,0.0,sm cagayan.xls,3,2019
25,6915.0,0.0,0.0,sm cagayan.xls,3,2019
26,3452.0,0.0,0.0,sm cagayan.xls,3,2019
27,1746.5,0.0,0.0,sm cagayan.xls,3,2019
28,1142.0,0.0,0.0,sm cagayan.xls,3,2019
29,7222.5,0.0,0.0,sm cagayan.xls,3,2019
30,4985.0,0.0,0.0,sm cagayan.xls,3,2019
31,13986.5,0.0,0.0,sm cagayan.xls,3,2019
1,2227.5,0.0,0.0,sm cagayan.xls,4,2019
2,3960.0,0.0,0.0,sm cagayan.xls,4,2019
3,4618.0,0.0,0.0,sm cagayan.xls,4,2019
4,2980.5,0.0,0.0,sm cagayan.xls,4,2019
5,1263.5,0.0,0.0,sm cagayan.xls,4,2019
6,3351.5,0.0,0.0,sm cagayan.xls,4,2019
7,772.5,0.0,0.0,sm cagayan.xls,4,2019
