COST,GROSS PROFIT,GROSS SALES,file_name,month,year
146235.03,193324.99000000002,339560.02,gaisano kalibo.xls,2,2019
173861.53,242676.23,416537.76,gaisano kalibo.xls,3,2019
135242.34,206767.82000000004,342010.16000000003,gaisano kalibo.xls,4,2019
179322.21,262418.04000000004,441740.25,gaisano kalibo.xls,5,2019
162078.91,231733.09,393812.0,gaisano kalibo.xls,6,2019
100478.23,152092.66999999998,252570.9,gaisano kalibo.xls,7,2019
113728.46,154535.28999999998,268263.75,gaisano kalibo.xls,8,2019
96685.69,137848.95000000004,234534.64000000004,gaisano kalibo.xls,9,2019
140750.38,190497.71000000002,331248.09,gaisano kalibo.xls,10,2019
189316.96,241986.64000000004,431303.60000000003,gaisano kalibo.xls,11,2019
334583.23,445856.15,780439.38,gaisano kalibo.xls,12,2019
62265.99,83938.91,146204.9,gaisano carcar.xls,1,2019
52929.73,77179.97,130109.7,gaisano carcar.xls,2,2019
73374.66,109125.34,182500.0,gaisano carcar.xls,3,2019
63400.07,97291.68,160691.75,gaisano carcar.xls,4,2019
71227.66,98117.48999999999,169345.15,gaisano carcar.xls,5,2019
62321.78,89280.22,151602.0,gaisano carcar.xls,6,2019
67743.45,100634.3,168377.75,gaisano carcar.xls,7,2019
48122.18,74613.47,122735.65,gaisano carcar.xls,8,2019
42727.17,63580.58,106307.75,gaisano carcar.xls,9,2019
53728.71,75119.09,128847.79999999999,gaisano carcar.xls,10,2019
70485.65,84064.25,154549.9,gaisano carcar.xls,11,2019
159509.41,213630.99000000002,373140.4,gaisano carcar.xls,12,2019
45818.24,64055.26,109873.5,"sm baliwag-CLOSED SEPT. 01, 2019.xls",1,2019
43120.28,55737.84,98858.12,"sm baliwag-CLOSED SEPT. 01, 2019.xls",2,2019
41974.19,60564.81,102539.0,"sm baliwag-CLOSED SEPT. 01, 2019.xls",3,2019
45447.46,70560.04000000001,116007.5,"sm baliwag-CLOSED SEPT. 01, 2019.xls",4,2019
51710.94,79193.31,130904.25,"sm baliwag-CLOSED SEPT. 01, 2019.xls",5,2019
53704.79,85388.70999999999,139093.5,"sm baliwag-CLOSED SEPT. 01, 2019.xls",6,2019
26324.86,45767.89,72092.75,"sm baliwag-CLOSED SEPT. 01, 2019.xls",7,2019
32803.48,51101.77,83905.25,"sm baliwag-CLOSED SEPT. 01, 2019.xls",8,2019
1728.93,2492.0699999999997,4221.0,"sm baliwag-CLOSED SEPT. 01, 2019.xls",9,2019
108336.19,171135.31,279471.5,rob.butuan.xls,1,2019
84826.3,119269.7,204096.0,rob.butuan.xls,2,2019
117530.1,172894.9,290425.0,rob.butuan.xls,3,2019
129810.17,194738.33000000002,324548.5,rob.butuan.xls,4,2019
148034.65,230931.25000000003,378965.9,rob.butuan.xls,5,2019
93078.27,155549.13,248627.4,rob.butuan.xls,6,2019
96517.18,157841.05,254358.22999999998,rob.butuan.xls,7,2019
82999.23,122593.12999999999,205592.36,rob.butuan.xls,8,2019
73785.24,117781.62999999999,191566.87,rob.butuan.xls,9,2019
77720.05,114169.95,191890.0,rob.butuan.xls,10,2019
117688.48,148105.77000000002,265794.25,rob.butuan.xls,11,2019
253019.61,368036.27,621055.88,rob.butuan.xls,12,2019
123409.81,162678.69,286088.5,sm centerpoint.xls,1,2019
105967.44,144447.69,250415.13,sm centerpoint.xls,2,2019
119679.01,162009.78999999998,281688.8,sm centerpoint.xls,3,2019
84787.21,121369.11999999998,206156.33,sm centerpoint.xls,4,2019
114924.05,158533.45,273457.5,sm centerpoint.xls,5,2019
84380.59,118080.31,202460.9,sm centerpoint.xls,6,2019
105325.44,147046.5,252371.94,sm centerpoint.xls,7,2019
119130.49,167034.26,286164.75,sm centerpoint.xls,8,2019
93721.78,128247.88,221969.66,sm centerpoint.xls,9,2019
120797.9,161917.35,282715.25,sm centerpoint.xls,10,2019
121602.3,156456.47000000003,278058.77,sm centerpoint.xls,11,2019
343549.64,425475.49,769025.13,sm centerpoint.xls,12,2019
44259.6,71079.4,115339.0,gaisano pagadian.xls,1,2019
51199.81,81007.69,132207.5,gaisano pagadian.xls,2,2019
47952.66,78318.34,126271.0,gaisano pagadian.xls,3,2019
34606.11,61926.39,96532.5,gaisano pagadian.xls,4,2019
74275.46,129061.04,203336.5,gaisano pagadian.xls,5,2019
41409.79,70894.70999999999,112304.5,gaisano pagadian.xls,6,2019
57650.08,87922.42,145572.5,gaisano pagadian.xls,7,2019
55900.91,82566.59,138467.5,gaisano pagadian.xls,8,2019
41864.67,67169.33,109034.0,gaisano pagadian.xls,9,2019
54711.35,82380.53,137091.88,gaisano pagadian.xls,10,2019
65020.01,97437.48999999999,162457.5,gaisano pagadian.xls,11,2019
143565.06,208577.94,352143.0,gaisano pagadian.xls,12,2019
50407.73,63747.069999999985,114154.79999999999,sm angono.xls,1,2019
66926.43,80807.07,147733.5,sm angono.xls,2,2019
64758.21,91238.19,155996.4,sm angono.xls,3,2019
57427.34,88708.41,146135.75,sm angono.xls,4,2019
52901.77,75959.68,128861.45,sm angono.xls,5,2019
56637.11,83623.37999999999,140260.49,sm angono.xls,6,2019
54678.46,80231.82,134910.28,sm angono.xls,7,2019
58202.4,82075.94999999998,140278.34999999998,sm angono.xls,8,2019
37544.76,55297.74,92842.5,sm angono.xls,9,2019
63037.97,80845.28,143883.25,sm angono.xls,10,2019
55999.73,68346.59,124346.31999999999,sm angono.xls,11,2019
165025.23,210152.82000000004,375178.05000000005,sm angono.xls,12,2019
109333.05,149552.97000000003,258886.02000000002,gaisano malaybalay.xls,1,2019
114474.4,158187.14999999994,272661.54999999993,gaisano malaybalay.xls,2,2019
115450.76,174590.0799999999,290040.8399999999,gaisano malaybalay.xls,3,2019
124019.12,186038.49,310057.61,gaisano malaybalay.xls,4,2019
135858.63,218273.39,354132.02,gaisano malaybalay.xls,5,2019
105383.38,162863.13999999996,268246.51999999996,gaisano malaybalay.xls,6,2019
93157.15,139343.49999999994,232500.64999999994,gaisano malaybalay.xls,7,2019
102507.73,144508.64999999997,247016.37999999998,gaisano malaybalay.xls,8,2019
88365.16,133666.12999999995,222031.28999999995,gaisano malaybalay.xls,9,2019
99981.75,145021.49999999994,245003.24999999994,gaisano malaybalay.xls,10,2019
114694.35,163044.9,277739.25,gaisano malaybalay.xls,11,2019
288426.17,400500.2,688926.37,gaisano malaybalay.xls,12,2019
60667.79,93867.45999999999,154535.25,sm bacolod.xls,1,2019
63983.92,90298.08,154282.0,sm bacolod.xls,2,2019
56469.41,84585.69,141055.1,sm bacolod.xls,3,2019
67187.2,104696.55,171883.75,sm bacolod.xls,4,2019
86380.73,136674.02000000002,223054.75,sm bacolod.xls,5,2019
59622.33,102049.92,161672.25,sm bacolod.xls,6,2019
59189.42,91922.58,151112.0,sm bacolod.xls,7,2019
65255.87,104550.63,169806.5,sm bacolod.xls,8,2019
61294.2,97474.55,158768.75,sm bacolod.xls,9,2019
86721.25,126757.0,213478.25,sm bacolod.xls,10,2019
115823.55,153743.90000000002,269567.45,sm bacolod.xls,11,2019
212750.15,293611.25,506361.4,sm bacolod.xls,12,2019
100716.1,151894.27,252610.37,gaisano butuan.xls,1,2019
83670.83,124222.54,207893.37,gaisano butuan.xls,2,2019
125019.37,191554.13,316573.5,gaisano butuan.xls,3,2019
107269.92,158817.83000000002,266087.75,gaisano butuan.xls,4,2019
133222.05,208797.2,342019.25,gaisano butuan.xls,5,2019
99141.73,142776.02000000002,241917.75,gaisano butuan.xls,6,2019
87881.99,148469.76,236351.75,gaisano butuan.xls,7,2019
87223.73,134206.11,221429.83999999997,gaisano butuan.xls,8,2019
79595.81,120124.89000000001,199720.7,gaisano butuan.xls,9,2019
88919.28,127230.22,216149.5,gaisano butuan.xls,10,2019
117862.35,153146.52,271008.87,gaisano butuan.xls,11,2019
292143.91,401229.59,693373.5,gaisano butuan.xls,12,2019
125547.79,168921.96000000002,294469.75,sm rosario.xls,1,2019
178135.0,229510.0,407645.0,sm rosario.xls,2,2019
138707.32,191504.94,330212.26,sm rosario.xls,3,2019
119501.78,173299.35,292801.13,sm rosario.xls,4,2019
138945.75,194099.65000000002,333045.4,sm rosario.xls,5,2019
155586.61,220589.62,376176.23,sm rosario.xls,6,2019
131622.11,189492.29000000004,321114.4,sm rosario.xls,7,2019
130717.81,172925.36000000004,303643.17000000004,sm rosario.xls,8,2019
160432.94,215162.73000000004,375595.67000000004,sm rosario.xls,9,2019
136257.67,179743.61000000002,316001.28,sm rosario.xls,10,2019
185103.05,225990.08000000002,411093.13,sm rosario.xls,11,2019
502689.24,651511.2899999998,1154200.5299999998,sm rosario.xls,12,2019
77381.1,108127.15,185508.25,waltermart calamba.xls,1,2019
68230.2,91876.43000000001,160106.63,waltermart calamba.xls,2,2019
77847.44,100396.81,178244.25,waltermart calamba.xls,3,2019
78957.29,116248.21,195205.5,waltermart calamba.xls,4,2019
81494.53,114724.47,196219.0,waltermart calamba.xls,5,2019
80692.88,121366.12,202059.0,waltermart calamba.xls,6,2019
57549.76,75489.98999999999,133039.75,waltermart calamba.xls,7,2019
62443.96,90101.55000000002,152545.51,waltermart calamba.xls,8,2019
49213.38,74295.87,123509.25,waltermart calamba.xls,9,2019
65928.44,95353.81,161282.25,waltermart calamba.xls,10,2019
86704.94,103601.56,190306.5,waltermart calamba.xls,11,2019
222376.97,284724.53,507101.5,waltermart calamba.xls,12,2019
72150.36,101949.89,174100.25,E-mall.xls,1,2019
70295.46,95220.46999999999,165515.93,E-mall.xls,2,2019
70025.1,92669.26999999999,162694.37,E-mall.xls,3,2019
54744.63,83494.65,138239.28,E-mall.xls,4,2019
75408.73,107629.28000000001,183038.01,E-mall.xls,5,2019
62220.74,93068.98999999999,155289.72999999998,E-mall.xls,6,2019
70230.35,102484.09999999998,172714.44999999998,E-mall.xls,7,2019
55145.73,84271.54999999996,139417.27999999997,E-mall.xls,8,2019
73617.56,103540.29000000001,177157.85,E-mall.xls,9,2019
63336.21,91643.32,154979.53,E-mall.xls,10,2019
75999.93,97868.32,173868.25,E-mall.xls,11,2019
257864.1,331789.30000000005,589653.4,E-mall.xls,12,2019
117799.89,161298.02999999997,279097.92,bohol quality.xls,1,2019
88879.76,124721.24,213601.0,bohol quality.xls,2,2019
122031.76,160321.62,282353.38,bohol quality.xls,3,2019
80763.46,122023.40999999999,202786.87,bohol quality.xls,4,2019
124388.61,171869.89,296258.5,bohol quality.xls,5,2019
78964.1,118435.15,197399.25,bohol quality.xls,6,2019
69084.57,101465.43999999997,170550.00999999998,bohol quality.xls,7,2019
81342.46,112988.08999999998,194330.55,bohol quality.xls,8,2019
71568.66,104956.09,176524.75,bohol quality.xls,9,2019
76826.42,100238.87999999999,177065.3,bohol quality.xls,10,2019
110629.26,129800.24,240429.5,bohol quality.xls,11,2019
349832.36,459896.64,809729.0,bohol quality.xls,12,2019
108600.64,147065.70999999996,255666.34999999998,gaisano gensan.xls,1,2019
123813.7,162459.99,286273.69,gaisano gensan.xls,2,2019
127214.88,188020.05,315234.93,gaisano gensan.xls,3,2019
145576.69,225304.81,370881.5,gaisano gensan.xls,4,2019
171970.62,265418.53,437389.15,gaisano gensan.xls,5,2019
131587.95,201124.89999999997,332712.85,gaisano gensan.xls,6,2019
99982.43,153978.52,253960.94999999998,gaisano gensan.xls,7,2019
109588.11,157467.89,267056.0,gaisano gensan.xls,8,2019
135136.63,195612.02000000002,330748.65,gaisano gensan.xls,9,2019
60020.17,89782.58,149802.75,gaisano gensan.xls,10,2019
38074.07,59146.329999999994,97220.4,sm taytay.xls,1,2019
31866.02,47817.90999999999,79683.93,sm taytay.xls,2,2019
43430.59,60620.73999999999,104051.32999999999,sm taytay.xls,3,2019
38580.61,57381.740000000005,95962.35,sm taytay.xls,4,2019
47438.26,72775.56999999998,120213.82999999999,sm taytay.xls,5,2019
46280.61,75224.98999999999,121505.59999999999,sm taytay.xls,6,2019
37730.22,51756.07999999999,89486.29999999999,sm taytay.xls,7,2019
39478.27,59325.13,98803.4,sm taytay.xls,8,2019
38630.71,54358.439999999995,92989.15,sm taytay.xls,9,2019
42524.22,59401.53,101925.75,sm taytay.xls,10,2019
48260.27,60358.98,108619.25,sm taytay.xls,11,2019
160932.37,191414.56,352346.93,sm taytay.xls,12,2019
120890.75,160162.75,281053.5,sm ormoc.xls,1,2019
68879.96,95126.04,164006.0,sm ormoc.xls,2,2019
101503.24,138647.26,240150.5,sm ormoc.xls,3,2019
73526.95,110620.05,184147.0,sm ormoc.xls,4,2019
84852.97,135607.03,220460.0,sm ormoc.xls,5,2019
64827.96,99816.54000000001,164644.5,sm ormoc.xls,6,2019
67623.71,99516.29,167140.0,sm ormoc.xls,7,2019
51601.18,78694.82,130296.0,sm ormoc.xls,8,2019
59982.68,84780.32,144763.0,sm ormoc.xls,9,2019
76078.78,102915.72,178994.5,sm ormoc.xls,10,2019
90834.91,108339.47,199174.38,sm ormoc.xls,11,2019
195531.55,262337.45,457869.0,sm ormoc.xls,12,2019
85576.52,118428.33,204004.85,sta.lucia.xls,1,2019
78509.27,109437.48,187946.75,sta.lucia.xls,2,2019
80197.35,97929.15,178126.5,sta.lucia.xls,3,2019
53852.05,78710.2,132562.25,sta.lucia.xls,4,2019
104000.54,137511.01,241511.55,sta.lucia.xls,5,2019
101166.69,146324.12,247490.81,sta.lucia.xls,6,2019
64954.43,90714.32,155668.75,sta.lucia.xls,7,2019
51190.68,71596.57,122787.25,sta.lucia.xls,8,2019
91771.15,131044.4,222815.55,sta.lucia.xls,9,2019
84976.51,117076.34000000001,202052.85,sta.lucia.xls,10,2019
87776.16,111666.07,199442.23,sta.lucia.xls,11,2019
317103.06,396783.12000000005,713886.18,sta.lucia.xls,12,2019
162471.16,201536.24000000002,364007.4,waltermart sta.maria.xls,1,2019
133648.55,183031.7,316680.25,waltermart sta.maria.xls,2,2019
152755.17,210470.00999999998,363225.18,waltermart sta.maria.xls,3,2019
133064.55,188996.7,322061.25,waltermart sta.maria.xls,4,2019
144550.3,190682.60000000003,335232.9,waltermart sta.maria.xls,5,2019
117841.4,171268.9,289110.3,waltermart sta.maria.xls,6,2019
113184.54,157592.69,270777.23,waltermart sta.maria.xls,7,2019
98683.6,143303.55999999997,241987.15999999997,waltermart sta.maria.xls,8,2019
105006.71,152232.78999999998,257239.5,waltermart sta.maria.xls,9,2019
116773.21,148217.3,264990.51,waltermart sta.maria.xls,10,2019
159221.65,190216.50000000003,349438.15,waltermart sta.maria.xls,11,2019
324914.66,411907.22000000003,736821.88,waltermart sta.maria.xls,12,2019
67366.38,97206.37,164572.75,gaisano mandaue.xls,1,2019
48662.28,72261.31999999999,120923.59999999999,gaisano mandaue.xls,2,2019
58342.01,79383.53999999998,137725.55,gaisano mandaue.xls,3,2019
43091.65,65109.83000000001,108201.48000000001,gaisano mandaue.xls,4,2019
57868.2,80868.93000000001,138737.13,gaisano mandaue.xls,5,2019
44391.4,69896.1,114287.5,gaisano mandaue.xls,6,2019
52808.76,81453.48999999999,134262.25,gaisano mandaue.xls,7,2019
47967.31,71016.59,118983.9,gaisano mandaue.xls,8,2019
48888.8,68565.45,117454.25,gaisano mandaue.xls,9,2019
67652.91,95012.34,162665.25,gaisano mandaue.xls,10,2019
66348.69,81262.31,147611.0,gaisano mandaue.xls,11,2019
219843.01,280625.32,500468.33,gaisano mandaue.xls,12,2019
100594.87,147295.13,247890.0,gaisano kidapawan.xls,1,2019
92684.52,134321.24,227005.76,gaisano kidapawan.xls,2,2019
125517.95,179849.43,305367.38,gaisano kidapawan.xls,3,2019
114275.57,172913.18,287188.75,gaisano kidapawan.xls,4,2019
145710.52,217354.86000000002,363065.38,gaisano kidapawan.xls,5,2019
108268.13,159920.12,268188.25,gaisano kidapawan.xls,6,2019
105745.45,161101.93,266847.38,gaisano kidapawan.xls,7,2019
95231.4,137479.63,232711.03,gaisano kidapawan.xls,8,2019
105160.45,152232.61,257393.06,gaisano kidapawan.xls,9,2019
63622.82,90810.66,154433.48,gaisano kidapawan.xls,10,2019
83001.14,108268.37000000001,191269.51,gaisano kidapawan.xls,11,2019
320016.91,430478.84,750495.75,gaisano kidapawan.xls,12,2019
61378.65,84912.35,146291.0,gaisano san jose.xls,1,2019
60778.46,84498.04000000001,145276.5,gaisano san jose.xls,2,2019
62423.9,90120.6,152544.5,gaisano san jose.xls,3,2019
55574.44,83894.06,139468.5,gaisano san jose.xls,4,2019
87010.43,122186.57,209197.0,gaisano san jose.xls,5,2019
54690.95,82735.55,137426.5,gaisano san jose.xls,6,2019
65105.76,96732.23999999999,161838.0,gaisano san jose.xls,7,2019
58213.68,83654.32,141868.0,gaisano san jose.xls,8,2019
61970.28,88918.22,150888.5,gaisano san jose.xls,9,2019
74323.72,99953.78,174277.5,gaisano san jose.xls,10,2019
104260.9,136385.1,240646.0,gaisano san jose.xls,11,2019
194594.82,271509.55,466104.37,gaisano san jose.xls,12,2019
146177.5,207529.0,353706.5,sm clark.xls,1,2019
168388.61,224163.14,392551.75,sm clark.xls,2,2019
161485.85,213161.15,374647.0,sm clark.xls,3,2019
102930.14,147059.86,249990.0,sm clark.xls,4,2019
172743.47,212182.53,384926.0,sm clark.xls,5,2019
151269.37,214433.78000000003,365703.15,sm clark.xls,6,2019
125321.09,188134.16,313455.25,sm clark.xls,7,2019
100154.9,158616.85,258771.75,sm clark.xls,8,2019
153459.05,227096.45,380555.5,sm clark.xls,9,2019
174537.52,235868.98,410406.5,sm clark.xls,10,2019
183751.98,217299.02,401051.0,sm clark.xls,11,2019
355953.26,446253.25,802206.51,sm clark.xls,12,2019
66313.56,86382.44,152696.0,sm east ortigas.xls,1,2019
68775.2,84602.3,153377.5,sm east ortigas.xls,2,2019
53285.96,69141.54000000001,122427.5,sm east ortigas.xls,3,2019
56823.9,75448.6,132272.5,sm east ortigas.xls,4,2019
68013.77,99878.23,167892.0,sm east ortigas.xls,5,2019
81553.44,116045.95999999999,197599.4,sm east ortigas.xls,6,2019
54832.01,77746.38999999998,132578.4,sm east ortigas.xls,7,2019
81150.69,108194.19,189344.88,sm east ortigas.xls,8,2019
50195.86,61773.14,111969.0,sm east ortigas.xls,9,2019
83079.02,115548.98,198628.0,sm east ortigas.xls,10,2019
79613.98,96373.02,175987.0,sm east ortigas.xls,11,2019
290479.93,336714.2,627194.13,sm east ortigas.xls,12,2019
70958.51,90747.99,161706.5,sm manila.xls,1,2019
66500.4,83675.6,150176.0,sm manila.xls,2,2019
68617.71,86911.54,155529.25,sm manila.xls,3,2019
61638.78,82295.97,143934.75,sm manila.xls,4,2019
66373.16,96594.09,162967.25,sm manila.xls,5,2019
77232.89,112695.36,189928.25,sm manila.xls,6,2019
73328.19,102946.81,176275.0,sm manila.xls,7,2019
59132.44,87295.81,146428.25,sm manila.xls,8,2019
70616.51,102855.74,173472.25,sm manila.xls,9,2019
60523.06,81952.44,142475.5,sm manila.xls,10,2019
74278.67,96071.71,170350.38,sm manila.xls,11,2019
177603.96,218209.17,395813.13,sm manila.xls,12,2019
83711.82,107675.18,191387.0,rob.antique.xls,1,2019
44150.39,59008.11,103158.5,rob.antique.xls,2,2019
58727.42,83364.08,142091.5,rob.antique.xls,3,2019
51608.33,73972.17,125580.5,rob.antique.xls,4,2019
85779.81,124287.69,210067.5,rob.antique.xls,5,2019
56485.15,87299.35,143784.5,rob.antique.xls,6,2019
43095.87,64470.63,107566.5,rob.antique.xls,7,2019
44920.32,66952.68,111873.0,rob.antique.xls,8,2019
46931.7,67735.8,114667.5,rob.antique.xls,9,2019
56429.11,75660.39,132089.5,rob.antique.xls,10,2019
78998.44,99582.56,178581.0,rob.antique.xls,11,2019
172831.73,232303.77,405135.5,rob.antique.xls,12,2019
136235.26,193346.75,329582.01,target mall.xls,1,2019
162915.07,223726.18,386641.25,target mall.xls,2,2019
173511.74,245576.66000000003,419088.4,target mall.xls,3,2019
126972.38,187973.37,314945.75,target mall.xls,4,2019
150829.96,236822.79,387652.75,target mall.xls,5,2019
146710.67,216920.23,363630.9,target mall.xls,6,2019
142946.39,197692.07999999996,340638.47,target mall.xls,7,2019
120582.53,171458.84,292041.37,target mall.xls,8,2019
125472.85,186817.55000000002,312290.4,target mall.xls,9,2019
125017.83,171206.78999999998,296224.62,target mall.xls,10,2019
165168.95,206591.55,371760.5,target mall.xls,11,2019
467062.18,585472.2100000002,1052534.3900000001,target mall.xls,12,2019
79852.57,112950.93,192803.5,malabon citi square.xls,1,2019
62986.44,92872.56,155859.0,malabon citi square.xls,2,2019
79289.53,112526.22,191815.75,malabon citi square.xls,3,2019
77864.62,111669.64000000001,189534.26,malabon citi square.xls,4,2019
146338.49,194049.31,340387.8,malabon citi square.xls,5,2019
95224.01,138304.40999999997,233528.41999999998,malabon citi square.xls,6,2019
100343.34,143659.06,244002.4,malabon citi square.xls,7,2019
77952.82,111907.68,189860.5,malabon citi square.xls,8,2019
107679.82,150114.68,257794.5,malabon citi square.xls,9,2019
110923.73,142480.02000000002,253403.75,malabon citi square.xls,10,2019
117491.22,136284.68,253775.9,malabon citi square.xls,11,2019
299666.65,373583.8500000001,673250.5000000001,malabon citi square.xls,12,2019
99797.23,130507.90000000001,230305.13,waltermart gapan.xls,1,2019
79852.06,96643.07,176495.13,waltermart gapan.xls,2,2019
127866.59,163136.81000000003,291003.4,waltermart gapan.xls,3,2019
99697.68,133305.82,233003.5,waltermart gapan.xls,4,2019
115099.09,160162.91,275262.0,waltermart gapan.xls,5,2019
95558.13,146592.37,242150.5,waltermart gapan.xls,6,2019
94708.08,132538.07,227246.15000000002,waltermart gapan.xls,7,2019
97688.7,144817.15000000002,242505.85,waltermart gapan.xls,8,2019
62313.42,92628.73,154942.15,waltermart gapan.xls,9,2019
79522.21,109726.33999999998,189248.55,waltermart gapan.xls,10,2019
94912.93,124871.12999999998,219784.05999999997,waltermart gapan.xls,11,2019
197692.94,257798.71000000002,455491.65,waltermart gapan.xls,12,2019
55012.18,88144.82,143157.0,rob.bacolod.xls,1,2019
53757.29,84782.70999999999,138540.0,rob.bacolod.xls,2,2019
43006.28,75859.19,118865.47,rob.bacolod.xls,3,2019
42172.51,78252.48999999999,120425.0,rob.bacolod.xls,4,2019
57643.01,108619.48999999999,166262.5,rob.bacolod.xls,5,2019
45027.81,84961.19,129989.0,rob.bacolod.xls,6,2019
42211.96,73564.04000000001,115776.0,rob.bacolod.xls,7,2019
37125.57,66643.68,103769.25,rob.bacolod.xls,8,2019
47125.73,82416.51999999999,129542.25,rob.bacolod.xls,9,2019
53283.18,88482.07,141765.25,rob.bacolod.xls,10,2019
50054.21,82053.54000000001,132107.75,rob.bacolod.xls,11,2019
123871.07,182721.18,306592.25,rob.bacolod.xls,12,2019
106383.4,140342.1,246725.5,sm sta.rosa.xls,1,2019
100439.97,131241.91,231681.88,sm sta.rosa.xls,2,2019
108572.88,147233.37,255806.25,sm sta.rosa.xls,3,2019
93524.23,139442.90000000002,232967.13,sm sta.rosa.xls,4,2019
131503.71,194312.74000000002,325816.45,sm sta.rosa.xls,5,2019
129408.47,191756.83,321165.3,sm sta.rosa.xls,6,2019
100452.14,139518.63,239970.77,sm sta.rosa.xls,7,2019
83711.65,125857.99000000002,209569.64,sm sta.rosa.xls,8,2019
81644.36,125547.18000000001,207191.54,sm sta.rosa.xls,9,2019
132882.9,171527.11000000002,304410.01,sm sta.rosa.xls,10,2019
131329.67,168708.86000000002,300038.53,sm sta.rosa.xls,11,2019
452873.01,558492.7500000001,1011365.7600000001,sm sta.rosa.xls,12,2019
91851.77,125554.15999999996,217405.92999999996,ororama cagayan.xls,1,2019
89506.81,133754.69,223261.5,ororama cagayan.xls,2,2019
103174.13,154164.12,257338.25,ororama cagayan.xls,3,2019
95374.34,139416.16,234790.5,ororama cagayan.xls,4,2019
120389.42,180145.58000000002,300535.0,ororama cagayan.xls,5,2019
109005.3,158628.7,267634.0,ororama cagayan.xls,6,2019
93863.72,151111.78,244975.5,ororama cagayan.xls,7,2019
94698.4,138504.09,233202.49,ororama cagayan.xls,8,2019
88861.68,126248.13,215109.81,ororama cagayan.xls,9,2019
85242.31,117898.72,203141.03,ororama cagayan.xls,10,2019
93822.04,121554.96,215377.0,ororama cagayan.xls,11,2019
314400.99,406297.01,720698.0,ororama cagayan.xls,12,2019
84844.33,117020.7,201865.03,sm cebu.xls,1,2019
62743.49,91436.01000000001,154179.5,sm cebu.xls,2,2019
60824.56,95223.44,156048.0,sm cebu.xls,3,2019
41666.9,72554.1,114221.0,sm cebu.xls,4,2019
65184.04,98324.70999999999,163508.75,sm cebu.xls,5,2019
67376.04,115024.11,182400.15,sm cebu.xls,6,2019
59282.6,92121.65,151404.25,sm cebu.xls,7,2019
68114.95,102990.55,171105.5,sm cebu.xls,8,2019
53393.69,83488.31,136882.0,sm cebu.xls,9,2019
58270.25,86910.0,145180.25,sm cebu.xls,10,2019
81111.35,105895.15,187006.5,sm cebu.xls,11,2019
210799.86,286147.64,496947.5,sm cebu.xls,12,2019
163072.9,215023.81999999998,378096.72,sm sucat.xls,1,2019
129905.99,159523.56000000006,289429.55000000005,sm sucat.xls,2,2019
131961.19,172865.61,304826.8,sm sucat.xls,3,2019
123050.68,165769.57,288820.25,sm sucat.xls,4,2019
160339.82,217397.22999999998,377737.05,sm sucat.xls,5,2019
160089.55,227151.29000000004,387240.84,sm sucat.xls,6,2019
142926.98,199412.67,342339.65,sm sucat.xls,7,2019
125590.52,165756.5,291347.02,sm sucat.xls,8,2019
101308.46,139466.94999999995,240775.40999999997,sm sucat.xls,9,2019
170131.92,211919.86999999997,382051.79,sm sucat.xls,10,2019
151102.27,182050.98,333153.25,sm sucat.xls,11,2019
447020.0,554308.6100000001,1001328.6100000001,sm sucat.xls,12,2019
118467.54,161914.01000000007,280381.55000000005,sm bicutan.xls,1,2019
114643.7,159744.39999999997,274388.1,sm bicutan.xls,2,2019
140834.22,195577.66,336411.88,sm bicutan.xls,3,2019
112565.58,160002.07,272567.65,sm bicutan.xls,4,2019
153164.56,216263.14000000007,369427.70000000007,sm bicutan.xls,5,2019
146347.01,217857.57,364204.58,sm bicutan.xls,6,2019
114956.6,175597.94999999998,290554.55,sm bicutan.xls,7,2019
60647.62,91284.39000000001,151932.01,sm bicutan.xls,8,2019
73012.0,107420.82999999999,180432.83,sm bicutan.xls,9,2019
117812.96,164893.83999999997,282706.8,sm bicutan.xls,10,2019
159233.74,196894.71000000002,356128.45,sm bicutan.xls,11,2019
436619.69,570681.6499999999,1007301.34,sm bicutan.xls,12,2019
93475.61,118446.76,211922.37,evercomm.xls,1,2019
87992.16,112130.84,200123.0,evercomm.xls,2,2019
79722.13,112826.87,192549.0,evercomm.xls,3,2019
79873.29,106828.21,186701.5,evercomm.xls,4,2019
76447.58,111508.42,187956.0,evercomm.xls,5,2019
83849.1,119083.28,202932.38,evercomm.xls,6,2019
80784.45,115972.8,196757.25,evercomm.xls,7,2019
88666.41,120707.37000000002,209373.78000000003,evercomm.xls,8,2019
72350.88,106982.62,179333.5,evercomm.xls,9,2019
77982.51,104788.90000000001,182771.41,evercomm.xls,10,2019
83367.46,102314.18000000001,185681.64,evercomm.xls,11,2019
252631.67,332913.20999999996,585544.88,evercomm.xls,12,2019
72257.45,99430.8,171688.25,starmall san jose.xls,1,2019
66126.49,91426.27,157552.76,starmall san jose.xls,2,2019
76673.1,96352.03,173025.13,starmall san jose.xls,3,2019
56963.0,94208.0,151171.0,starmall san jose.xls,4,2019
75232.57,110445.43,185678.0,starmall san jose.xls,5,2019
73921.89,111096.61,185018.5,starmall san jose.xls,6,2019
70740.41,105980.84,176721.25,starmall san jose.xls,7,2019
64118.59,98289.41,162408.0,starmall san jose.xls,8,2019
57948.75,87310.38,145259.13,starmall san jose.xls,9,2019
59090.66,86261.72,145352.38,starmall san jose.xls,10,2019
90939.98,113227.52,204167.5,starmall san jose.xls,11,2019
